"Proposta","Processo","Endereço","Distrito","Área Terreno (m2)","Área Excedente (m2)","Valor Contrapartida (R$)"
"229","2004-0.153.128-3","R  LAGUNA 00111","SANTO AMARO","19.244,24","4.979,73","833.337,90"
"230","2003-0.330.032-5","R VICHY 00044","CASA VERDE","1.139,84","963,03","67.778,05"
"231","2004-0.156.075-5","R  SANTA LEOCADIA 99999","VILA GUILHERME","1.540,00","768,72","77.504,27"
"232","2003-0.334.873-5","R  EVANS 738","PENHA","1.040,00","507,73","28.521,73"
"233","2004-0.238.430-6","AV. VEREADOR JOSÉ DINIZ, Nº 3.457 X R. PASCOAL, Nº 455","CAMPO BELO","0,00","246,29","107.692,77"
"234","2005-0.019.306-8","R CASTRO ALVES 507","LIBERDADE","1.878,22","3.729,48","984.414,89"
"235","2004-0.298.420-6","R  JOSE ANTONIO COELHO 626","VILA MARIANA","864,00","487,63","150.404,11"
"236","2004-0.299.322-1","R  ALAGOAS 952","CONSOLACAO","2.995,48","1.497,74","966.370,31"
"237","2003-0.332.529-8","R  DOUTOR GABRIEL DOS SANTOS 00574","SANTA CECILIA","738,00","738,00","241.337,07"
"238","2004-0.301.814-1","R  FONTOURA XAVIER 204","ITAQUERA","1.000,00","264,63","0,00"
"239","2003-0.335.114-0","R WANDERLEY 1295","PERDIZES","1.907,00","2.027,42","479.799,08"
"240","2005-0.010.070-1","AV SEBASTIAO HENRIQUES 300","LIMAO","1.850,00","238,91","14.164,38"
"241","2005-0.021.470-7","AL CASA BRANCA 1077","JARDIM PAULISTA","928,10","1.850,85","1.284.721,26"
"242","2005-0.021.326-3","R  CORREIA DIAS 133","VILA MARIANA","779,76","352,92","169.635,59"
"243","2004-0.297.860-5","R  PRESIDENTE PRUDENTE 92","JARDIM PAULISTA","793,67","1.587,28","1.101.770,73"
"244","2002-0.302.475-0","R  CIPRIANO BARATA 1742","IPIRANGA","2.378,00","1.217,38","132.335,29"
"245","2003-0.274.912-4","AV RAMALHO ORTIGAO 130","CURSINO","1.803,50","1.790,80","190.864,36"
"246","2005-0.020.922-3","R  CAMPEVAS 74","PERDIZES","1.336,00","665,64","215.493,63"
"247","2004-0.197.613-7","R  CARLOS WEBER 87","VILA LEOPOLDINA","6.812,99","3.406,47","520.704,49"
"248","2005-0.022.454-0","R  JORGE AMERICANO 301","LAPA","2.007,51","4.003,83","766.561,28"
"249","2004-0.271.400-4","AV DAS NACOES UNIDAS 19847","SANTO AMARO","3.575,25","287,76","143.465,63"
"250","2005-0.022.464-8","R  COELHO DE CARVALHO 220","ALTO DE PINHEIROS","3.245,21","1.622,30","271.427,01"
"251","2003-0.302.336-4","R  FABIA 610","LAPA","7.327,68","3.663,76","830.578,06"
"252","2003-0.332.952-8","R  JUQUIS 391","MOEMA","2.000,00","1.999,35","669.130,46"
"253","2005-0.022.023-5","R  SOUZA COUTINHO 98","SACOMA","3.926,31","1.922,62","0,00"
"254","2003-0.334.138-2","R  FRADIQUE COUTINHO 771","PINHEIROS","2.011,00","2.010,66","306.617,61"
"255","2004-0.282.598-1","R  CEL  FRANCISCO DE OLIVEIRA SIMOES 000","VILA ANDRADE","2.637,00","344,45","41.345,37"
"256","2003-0.334.289-3","R  APINAJES 640","PERDIZES","990,00","1.426,69","388.133,87"
"257","2005-0.021.061-2","R  MANIFESTO 2581","IPIRANGA","4.997,45","1.720,15","0,00"
"257","2005-0.021.061-2","R  MANIFESTO 2581","IPIRANGA","4.997,45","3.492,43","363.624,83"
"258","2003-0.245.236-9","R  DOUTOR MIRANDA DE AZEVEDO 1450","PERDIZES","1.104,87","552,32","90.728,50"
"259","2005-0.021.024-8","R EVANGELINA 1001 265","CARRAO","6.200,00","12.399,73","1.108.535,86"
"260","2005-0.021.464-2","R  DOUTOR MIRANDA DE AZEVEDO 1155","PERDIZES","3.634,10","1.816,98","318.961,75"
"261","2004-0.155.581-6","R  AMERICO BRASILIENSE 1483","SANTO AMARO","400,00","79,20","15.806,74"
"262","2003-0.329.084-2","R  ANA BENVINDA DE ANDRADE 118","SANTANA","962,33","618,38","78.926,93"
"263","2003-0.332.857-2","R  NESTOR DE BARROS 170","TATUAPE","2.195,75","1.206,79","259.004,89"
"264","2005-0.021.072-8","R  RIBEIRO DE BARROS 233","LAPA","850,00","1.698,33","459.557,91"
"265","2004-0.118.250-5","R  ALVES DE ALMEIDA 870","VILA FORMOSA","1.000,00","131,42","15.970,49"
"266","2004-0.245.810-5","R  ITANHATIM 000","VILA ANDRADE","1.853,20","941,55","133.676,56"
"267","2004-0.245.808-3","R  ITANHATIM 000","VILA ANDRADE","2.732,10","1.575,74","227.530,55"
"268","2004-0.301.253-4","R  APIACAS 00756","PERDIZES","650,00","324,80","188.221,60"
"268","2004-0.301.253-4","R  APIACAS 00756","PERDIZES","650,00","1.298,05","500.164,63"
"269","2004-0.291.405-4","R CAIUBI 1188","PERDIZES","1.533,53","3.042,44","1.055.081,68"
"270","2004-0.153.881-4","R  CONS MOREIRA DE BARROS 1555","SANTANA","2.462,00","2.903,08","554.626,18"
"271","2004-0.161.462-6","R CRUZ E SOUZA X R SAFIRA 60","LIBERDADE","1.667,02","3.333,65","877.633,37"
"272","2003-0.328.967-4","R CORONEL OSCAR PORTO X R ABILIO SOARES 680","VILA MARIANA","958,00","1.092,50","485.066,72"
"273","2004-0.296.413-2","R  RODRIGO VIEIRA 181","VILA MARIANA","1.636,00","817,82","206.635,31"
"274","2004-0.303.040-0","R  PARACATU 621","SAUDE","1.920,00","3.839,86","830.792,11"
"275","2004-0.089.545-1","AV. SABIÁ, N °303","MOEMA","0,00","821,38","332.607,16"
"276","2004-0.267.334-0","R  CIRO COSTA 49","PERDIZES","1.012,50","795,22","353.440,30"
"277","2005-0.020.449-3","R PRAIA DO CASTELO X R ENGENHEIRO JORGE OLIVA 333","JABAQUARA","6.174,80","3.074,20","397.194,33"
"278","2004-0.171.769-7","AV ENGENHEIRO ROBERTO ZUCCOLO 21","VILA LEOPOLDINA","3.878,50","462,96","29.644,25"
"279","2002-0.141.710-0","AV IBIRAPUERA 3103","MOEMA","37.781,26","9.864,99","5.055.314,13"
"280","2004-0.157.061-0","R  DA CONSOLACAO 2825","JARDIM PAULISTA","1.232,20","2.463,69","1.836.185,69"
"281","2004-0.299.918-1","R  CORONEL FERREIRA LEAL 72","BUTANTA","1.264,99","221,09","62.117,89"
"282","2005-0.021.542-8","R. Teixeira de Melo, n° 355","TATUAPE","0,00","964,87","124.765,52"
"282","2005-0.021.542-8","R. Teixeira de Melo, n° 355","TATUAPE","0,00","2.400,58","172.451,32"
"283","2005-0.012.216-0","AV. JABAQUARA Nº 474 / 492","SAUDE","0,00","250,37","86.535,64"
"284","2004-0.265.797-3","R. DR. JOSÉ GUSTAVO BUSCH X R. CLIPPERTON","VILA ANDRADE","0,00","2.019,25","397.049,16"
"285","2005-0.149.066-0","R  DONA INACIA UCHOA 96","VILA MARIANA","1.911,13","286,09","35.655,97"
"286","2004-0.300.045-5","AV SAPOPEMBA 0","SAO LUCAS","1.428,00","145,81","0,00"
"286","2004-0.300.045-5","AV SAPOPEMBA 0","SAO LUCAS","1.428,00","145,81","9.078,09"
"287","2005-0.018.578-2","R. DO PARAÍSO, N° 701","LIBERDADE","0,00","558,37","123.947,67"
"288","2004-0.292.417-3","R  JOAO ALVARES CORREIA 99999 LT 9 QD 22","VILA MARIANA","1.234,91","617,50","164.602,04"
"289","2005-0.022.434-6","AV INTERLAGOS 01900 LT 2,3 4 E 5","CAMPO GRANDE","5.572,00","1.614,10","161.527,51"
"289","2005-0.022.434-6","AV INTERLAGOS 01900 LT 2,3 4 E 5","CAMPO GRANDE","5.572,00","2.766,67","307.631,57"
"290","2005-0.016.222-7","R  ELEONORA CINTRA 0","VILA FORMOSA","1.500,00","2.001,07","691.794,91"
"291","2003-0.327.423-5","AV DAMASCENO VIEIRA 660","JABAQUARA","2.000,00","999,47","136.232,76"
"292","2005-0.017.952-9","R  ITAMIRA 99999 LT 17 QD 200 VL","VILA ANDRADE","3.763,00","1.865,87","241.732,79"
"293","2004-0.145.350-9","R TOPAZIO 453","LIBERDADE","2.454,43","1.167,62","274.615,47"
"294","2004-0.108.928-9","R EUGENE CARRIERE 30","VILA SONIA","8.147,33","2.786,47","89.997,41"
"295","2005-0.021.122-8","R  ALMEIDA TORRES 212","LIBERDADE","794,50","394,96","58.707,84"
"296","2005-0.020.389-6","R  SAO VICENTE DE PAULO 00276","SANTA CECILIA","1.876,18","996,60","0,00"
"296","2005-0.020.389-6","R  SAO VICENTE DE PAULO 00276","SANTA CECILIA","1.876,18","1.491,17","822.791,82"
"297","2004-0.283.770-0","R  DOUTOR SENG 99999","BELA VISTA","1.225,00","100,03","50.534,41"
"298","2004-0.299.722-7","PC HERMAN CAPPELEN 00283","JAGUARE","2.775,00","3.752,38","593.346,96"
"299","2005-0.021.843-5","R  DOUTOR DOLZANI 00666","VILA MARIANA","3.015,85","1.502,06","308.019,93"
"300","2005-0.022.081-2","R  ROSA MAGNI MIRALHA 99999 VL BRASILINA","CURSINO","1.902,60","951,30","150.004,31"
"301","2005-0.022.346-3","R  APINAJES 569","PERDIZES","1.470,00","2.940,00","1.073.296,98"
"302","2003-0.326.098-6","R ELEONORA CINTRA X R JOSE ALEXANDRE ALMEIDA LUIZ 0","VILA FORMOSA","2.044,00","1.776,63","442.647,36"
"303","2000-0.215.833-3","AV JURITI 522","MOEMA","942,16","850,58","406.331,42"
"304","2004-0.299.820-7","R ITAPICURU X R MINERVA X R TURIASSU 870","PERDIZES","1.946,63","973,31","392.701,39"
"305","2004-0.157.734-8","R  VERGUEIRO 53","CURSINO","6.215,10","3.107,41","432.099,34"
"306","2004-0.012.274-6","AV REBOUCAS 517","JARDIM PAULISTA","1.513,30","2.269,93","3.284.227,79"
"307","2005-0.018.577-4","R  CONSELHEIRO PEDRO LUIS 00367 LOTE C","SANTANA","4.409,95","2.154,86","329.079,44"
"308","2006-0.015.553-2","R  TUTOIA X R MARIA FIGUEIREDO 633","VILA MARIANA","2.465,50","2.463,39","1.443.938,22"
"309","2005-0.123.396-9","R  DEPUTADO LAERCIO CORTE 000 LOTES 5 6 E 7 QD 46","VILA ANDRADE","2.896,00","1.116,42","139.570,36"
"310","2005-0.085.408-0","R JOSE MARIANO FILHO 268","JABAQUARA","186,51","19,02","1.977,70"
"311","2005-0.114.156-8","R PASQUALE GALLUPI X R JOSE DIAS DA COSTA 0","MORUMBI","2.500,00","2.168,85","201.854,65"
"312","2005-0.020.865-0","R  JUQUIS 00170","MOEMA","3.579,00","3.168,28","1.677.965,44"
"313","2004-0.151.512-1","AV ACOCE X ALAMEDA DOS AICAS 740","MOEMA","1.200,00","594,63","206.023,24"
"314","2005-0.022.240-8","R CARAIBAS X R ICOARANA 76","PERDIZES","1.756,00","124,40","40.388,20"
"314","2005-0.022.240-8","R CARAIBAS X R ICOARANA 76","PERDIZES","1.756,00","3.014,40","1.101.000,56"
"315","2005-0.221.632-4","AV DO RIO PEQUENO 0","RIO PEQUENO","3.265,00","1.610,10","51.587,60"
"316","2005-0.326.013-0","R  PICINGUABA 00519","CARRAO","977,30","322,63","12.171,22"
"317","2004-0.271.190-0","R TREZE DE MAIO 1933","BELA VISTA","10.858,33","3.114,75","1.709.648,90"
"318","2005-0.021.582-7","R HENRIQUE BRAGLIA 310","TUCURUVI","1.500,00","658,92","44.752,86"
"319","2005-0.021.387-5","R CORONEL MELO DE OLIVEIRA X R DOUTOR AUGUSTO DE MIRANDA 907","PERDIZES","2.115,00","52,31","13.276,70"
"319","2005-0.021.387-5","R CORONEL MELO DE OLIVEIRA X R DOUTOR AUGUSTO DE MIRANDA 907","PERDIZES","2.115,00","4.020,00","1.147.846,68"
"320","2005-0.230.569-6","R MATO GROSSO X R ITACOLOMI 306","CONSOLACAO","5.222,96","205,40","132.847,79"
"321","2005-0.000.661-6","R DOUTOR ARMANDO BRANDAO 402","VILA MATILDE","742,16","18,71","2.488,66"
"322","2005-0.294.778-7","R JOSE GONCALVES GALEAO 0","VILA PRUDENTE","8.959,00","4.620,15","476.078,74"
"323","2001-0.183.439-6","R LUIS GOIS 1620","SAUDE","2.400,00","1.196,52","340.092,86"
"324","2003-0.324.539-1","R ITACEMA 50","ITAIM BIBI","1.776,90","592,31","250.803,01"
"325","2005-0.306.747-0","R ARRAIAL DE SAO BARTOLOMEU X R MORRO DO CLEMENTE 0","ITAQUERA","4.000,00","192,95","2.852,57"
"325","2005-0.306.747-0","R ARRAIAL DE SAO BARTOLOMEU X R MORRO DO CLEMENTE 0","ITAQUERA","4.000,00","235,83","6.275,72"
"326","2004-0.299.693-0","R  MIRASSOL 82","SAUDE","1.439,60","714,36","188.264,22"
"327","2005-0.021.598-3","R MARIO AMARAL 432","VILA MARIANA","684,25","1.368,50","917.468,40"
"328","2002-0.130.783-5","AL DOS GUARAMOMIS 605","MOEMA","800,00","460,91","166.014,71"
"329","2005-0.020.886-3","PC BENEDITO CALIXTO 158","JARDIM PAULISTA","510,00","61,44","30.879,13"
"330","2005-0.017.994-4","R JORGE RUBENS NEIVA DE CAMARGO 403","JABAQUARA","1.000,00","999,77","0,00"
"331","2004-0.154.179-3","R  CORONEL MELO DE OLIVEIRA 417","PERDIZES","1.350,00","674,45","180.080,17"
"332","2005-0.294.774-4","AV FRANCISCO FALCONI 99999 LT 36 QD 1","VILA PRUDENTE","8.326,00","4.366,17","484.147,13"
"333","2005-0.183.552-7","R  MONGUBA 101","CARRAO","102,50","28,80","3.101,41"
"334","2005-0.020.383-7","AV DO GUACA 859","MANDAQUI","10.498,79","5.259,68","354.426,17"
"335","2005-0.293.138-4","AV CONCEICAO 0","VILA GUILHERME","11.274,47","5.618,82","843.463,55"
"336","2003-0.236.192-4","R  PROF FRANCISCO PINHEIRO 0","GUAIANASES","2.022,00","252,20","0,00"
"336","2003-0.236.192-4","R  PROF FRANCISCO PINHEIRO 0","GUAIANASES","2.022,00","269,53","0,00"
"337","2004-0.251.582-6","R  LUIS MOLINA X R GALOFRE 0","VILA MARIANA","1.558,00","746,76","211.336,81"
"338","2005-0.264.253-6","R  LIMA 00153 157 161","VILA FORMOSA","273,00","13,96","1.328,94"
"339","2004-0.293.446-2","R  PADRE CHICO 566 558,562,566,568","PERDIZES","1.040,00","519,85","139.456,52"
"340","2005-0.021.338-7","R  CAMANDULAS 112","VILA LEOPOLDINA","3.700,00","7.326,60","1.181.524,15"
"341","2006-0.003.909-5","R ITINGUCU 1879","PENHA","1.200,00","270,00","37.215,99"
"342","2005-0.290.121-3","R  JOSE DE OLIVEIRA COELHO 200","VILA ANDRADE","1.850,70","925,18","79.062,18"
"343","2003-0.280.221-1","R  MARACAI 99999","LIBERDADE","1.833,14","916,32","184.290,28"
"344","2004-0.300.790-5","R  ALMIRANTE ALEXANDRINO 500","AGUA RASA","1.263,00","631,41","47.057,41"
"345","2003-0.295.617-0","R MINISTRO GODOY 99999","PERDIZES","1.080,00","528,65","278.529,30"
"346","2005-0.021.125-2","R AMERICO BRASILIENSE X R PIRES DE OLIVEIRA 1349","SANTO AMARO","1.553,60","2.399,88","455.067,65"
"347","2005-0.021.034-5","R PIRITUBA 82","SAUDE","605,55","1.196,58","221.397,21"
"348","2006-0.040.662-4","R BURITI ALEGRE SN","PENHA","2.000,00","149,84","2.573,50"
"348","2006-0.040.662-4","R BURITI ALEGRE SN","PENHA","2.000,00","168,96","5.223,40"
"349","2005-0.182.992-6","R  ELVIRA DE BORTOLE 00457","TUCURUVI","400,00","134,56","12.242,81"
"350","2005-0.018.521-9","R  CANTAGALO 02298","CARRAO","4.610,06","7.638,44","898.681,56"
"351","2003-0.331.058-4","R ITAPICURU X R PINTO GONCALVES 85","PERDIZES","3.101,49","1.550,74","625.090,89"
"352","2003-0.324.369-0","R  PARACATU 99999","SAUDE","1.840,00","49,21","7.488,53"
"353","2005-0.231.059-2","AV GUAPIRA 2150","JACANA","578,00","238,35","34.990,73"
"354","2005-0.059.042-3","R ENGENHEIRO OSCAR AMERICANO 594","MORUMBI","2.893,00","2.849,22","916.970,17"
"355","2006-0.065.598-5","PC PADUA DIAS X R PEDRO DE REZENDE X R ARTUR DE MENDONCA 30","TATUAPE","300,00","657,48","116.594,87"
"356","2005-0.264.659-0","R JOSE DA ROCHA VITA 508","VILA FORMOSA","150,00","15,17","1.444,12"
"357","2003-0.331.476-8","AL DOS NHAMBIQUARAS 99999","MOEMA","1.290,00","787,06","308.771,51"
"357","2003-0.331.476-8","AL DOS NHAMBIQUARAS 99999","MOEMA","1.290,00","1.000,00","588.460,00"
"358","2004-0.272.022-5","R  FRADIQUE COUTINHO 1632","PINHEIROS","500,00","154,84","82.238,16"
"359","2005-0.021.473-1","R APINAJES X R HERCULANO 1818","PERDIZES","2.800,00","1.240,00","306.955,80"
"360","2004-0.155.157-8","PC VISCONDE DE SOUSA FONTES 212","MOOCA","1.993,91","996,95","180.737,07"
"361","2003-0.330.395-2","R  JOAO RAMALHO 01321","PERDIZES","3.700,00","187,50","67.093,50"
"361","2003-0.330.395-2","R  JOAO RAMALHO 01321","PERDIZES","3.700,00","3.325,00","892.333,58"
"362","2002-0.296.155-5","R JOSE GETULIO 206","LIBERDADE","1.240,04","611,77","118.492,20"
"363","2005-0.022.154-1","AV CRISTO REI X R LUIS DE ANDRADE SN","PIRITUBA","1.108,08","491,49","39.110,32"
"364","2006-0.076.782-1","R  SANTA VIRGINIA 247","TATUAPE","4.385,40","2.192,40","209.176,88"
"365","2005-0.022.512-1","R  DR.GUILHERME CRISTOFFEL 273","SANTANA","1.737,20","868,60","141.325,56"
"366","2005-0.242.106-8","AV OSVALDO VALLE CORDEIRO 15","CIDADE LIDER","2.678,00","1.960,19","35.115,82"
"367","2006-0.098.329-0","R  VITALINA MOURA 180","CACHOEIRINHA","5.991,00","89,47","5.404,62"
"367","2006-0.098.329-0","R  VITALINA MOURA 180","CACHOEIRINHA","5.991,00","241,72","8.112,00"
"368","2006-0.025.269-4","R  ODORICO MENDES 00221","CAMBUCI","4.614,00","2.287,44","0,00"
"368","2006-0.025.269-4","R  ODORICO MENDES 00221","CAMBUCI","4.614,00","3.291,70","0,00"
"369","2002-0.137.364-1","R CONDE LUIZ E.MATARAZZO R DR HELIO FIDELIS 26","RIO PEQUENO","7.260,00","4.596,68","364.581,08"
"370","2005-0.021.874-5","R GUAIPA 452","VILA LEOPOLDINA","4.644,80","2.322,40","319.550,63"
"371","2005-0.232.493-3","R  TENENTE HELI CAMARA 40","FREGUESIA DO O","198,00","15,81","1.904,34"
"372","2005-0.232.501-8","R BALSA 126","FREGUESIA DO O","229,50","34,60","4.167,62"
"373","2005-0.326.234-6","R. CIPOLANDIA, N° 288 E 292","CAMPO LIMPO","0,00","0,00","0,00"
"374","2005-0.149.676-5","R  DOUTOR LUIZ MIGLIANO 146","VILA SONIA","130,90","23,82","2.833,75"
"375","2005-0.327.185-0","R  CRISTIANO VIANA 1211","PINHEIROS","1.063,22","449,60","139.383,19"
"376","2005-0.021.838-9","R  CONSELHEIRO BROTERO 733","SANTA CECILIA","600,00","913,94","378.919,52"
"377","2005-0.021.038-8","AV JABAQUARA 2958","SAUDE","1.393,00","2.785,95","1.010.011,35"
"378","2004-0.075.137-9","R  APINAJES 85","PERDIZES","1.000,00","499,96","201.075,41"
"379","2006-0.025.275-9","R  DOM BOSCO 00206","CAMBUCI","4.651,00","2.272,28","0,00"
"379","2006-0.025.275-9","R  DOM BOSCO 00206","CAMBUCI","4.651,00","3.269,86","0,00"
"380","2004-0.302.344-7","R  DONA LUIZA TOLLE 00118","SANTANA","2.280,00","1.140,00","210.817,35"
"381","2005-0.056.395-7","AV PADRE LEBRET 0","MORUMBI","7.676,00","6.675,60","2.266.473,01"
"382","2003-0.333.358-4","R  PADRE ESTEVAO PERNET 551","TATUAPE","743,75","594,56","120.576,77"
"383","2005-0.147.092-8","R  MATEO MARTINS CEBANTOS 24E26","VILA MATILDE","298,00","61,83","1.170,44"
"384","2005-0.022.388-9","R SOCRATES X R DEKLA X R DUQUE COSTA 0","CAMPO GRANDE","3.881,71","1.940,85","261.272,37"
"385","2005-0.021.329-8","R JAGUARE  186","JAGUARE","14.960,00","7.479,68","1.237.961,84"
"386","2005-0.324.852-1","R CANDIDO LACERDA 241","VILA FORMOSA","3.795,50","7.472,32","1.283.012,29"
"387","2004-0.153.971-3","R MANUEL DA NOBREGA 986","MOEMA","962,76","477,78","188.603,18"
"388","2005-0.313.084-9","R BALSA 566","FREGUESIA DO O","172,00","45,20","5.043,24"
"389","2005-0.229.982-3","AV VALDEMAR FERREIRA 159","BUTANTA","567,00","194,56","52.966,43"
"390","2005-0.215.120-6","R MAJOR DIOGO 800","BELA VISTA","404,79","87,92","17.609,86"
"391","2003-0.332.696-0","R CAMPO LARGO 252","AGUA RASA","2.188,10","2.186,10","192.404,13"
"392","2005-0.020.446-9","R  DOUTOR CLEMENTINO 99999 LOTE A2","BELEM","8.520,16","17.039,18","2.226.296,66"
"393","2004-0.299.618-2","AV DR FRANCISCO RANIERI 00275 273","MANDAQUI","8.723,46","4.278,96","287.199,52"
"394","2002-0.298.010-0","R  HENRIQUE SERTORIO 00293 PEG DEP DO N287","TATUAPE","2.758,54","100,00","15.435,00"
"394","2002-0.298.010-0","R  HENRIQUE SERTORIO 00293 PEG DEP DO N287","TATUAPE","2.758,54","197,88","39.269,29"
"395","2005-0.019.214-2","R FABIA 503 5170 E 523","LAPA","1.756,98","3.480,69","856.051,34"
"396","2005-0.015.344-9","R WILLIS ROBERTO BANKS 525","SAO DOMINGOS","3.885,00","1.892,95","0,00"
"396","2005-0.015.344-9","R WILLIS ROBERTO BANKS 525","SAO DOMINGOS","3.885,00","49,30","2.649,33"
"397","2005-0.264.579-9","R ACURUI X R CURUPA 572","VILA FORMOSA","924,30","89,06","24.219,87"
"398","2006-0.093.095-1","R  ANTONIO JULIO DOS SANTOS 99999 LTS 26","MORUMBI","3.000,00","1.490,98","163.681,28"
"399","2002-0.016.905-6","AV JOAO PEIXOTO VIEGAS 195","CAMPO GRANDE","13.726,85","6.299,41","605.452,04"
"400","2006-0.055.694-4","R  JOAO RODRIGUES PIRES 349","SAO LUCAS","4.459,30","621,20","30.175,41"
"401","2006-0.147.576-0","R BAGUARI 89","TATUAPE","5.011,00","1.340,17","106.865,83"
"401","2006-0.147.576-0","R BAGUARI 89","TATUAPE","5.011,00","1.340,17","192.358,49"
"402","2005-0.022.288-2","AV ENG. HEITOR ANTONIO EIRAS GARCIA 541","BUTANTA","956,65","448,47","105.762,68"
"403","2006-0.173.280-0","R  DOUTOR LUIS DA FONSECA GALVAO 87  E 89","CAPAO REDONDO","484,00","103,02","2.507,92"
"404","2006-0.078.029-1","R JOAO JOSE DE QUEIROZ 529","PONTE RASA","170,00","31,73","2.241,72"
"405","2006-0.172.670-3","R PREFEITO MILTON IMPROTA 650","VILA MARIA","160,00","64,00","9.259,78"
"406","2006-0.216.457-1","R EVANGELINA X R JERICINO X R ODETE GOMES BARRETO 70","CARRAO","4.303,32","2.151,60","126.875,55"
"407","2006-0.080.855-2","R LUCINDA GOMES BARRETO 727","CARRAO","2.000,00","999,50","61.127,42"
"408","2005-0.236.379-3","R DIAS DA SILVA 0","VILA MARIA","118,72","26,88","3.873,30"
"409","2005-0.021.043-4","R DOUTOR NOGUEIRA MARTINS 00057","SAUDE","1.462,50","2.827,08","403.940,26"
"410","2005-0.008.760-8","AV PAULISTA 2424","CONSOLACAO","1.000,00","1.993,29","2.570.459,08"
"411","2005-0.252.073-2","R  CHICO MANA 00195 JD DAS PALMAS","CAMPO LIMPO","104,05","27,39","1.573,72"
"412","2004-0.157.950-2","R  MARIA CANDIDA 428","VILA GUILHERME","3.175,71","1.587,61","87.788,48"
"413","2005-0.103.334-0","R  APUCARANA 1645","TATUAPE","633,54","578,91","226.937,35"
"414","2002-0.144.614-2","R  OSCAR FREIRE X R GALENO DE ALMEIDA 107","JARDIM PAULISTA","3.434,00","1.601,58","724.444,28"
"415","2004-0.112.919-1","R  MUNIZ DE SOUSA 00492","LIBERDADE","6.915,70","3.384,87","464.471,86"
"416","2005-0.280.630-0","AV VILA EMA 2113","SAO LUCAS","926,40","112,86","11.748,73"
"417","2006-0.052.150-4","R  CATARINA STACH 0","SAO LUCAS","650,00","42,43","4.372,67"
"418","2006-0.101.567-0","R  JUSTINIANO 0","VILA PRUDENTE","302,00","30,40","4.124,06"
"419","2006-0.182.879-4","R GENERAL BAGNUOLO X R IBITIRAMA 0","VILA PRUDENTE","4.516,90","1.102,89","39.988,59"
"419","2006-0.182.879-4","R GENERAL BAGNUOLO X R IBITIRAMA 0","VILA PRUDENTE","4.516,90","1.529,32","99.810,15"
"420","2005-0.018.438-7","R CARLOS PETIT X R VERGUEIRO 135","VILA MARIANA","1.918,50","3.827,49","1.431.083,20"
"421","2006-0.156.738-9","AV ENGENHEIRO EUSEBIO STEVAUX X R MANOEL FIGUEIREDO LANDIM 0","CAMPO GRANDE","20.000,00","29.687,96","4.223.943,57"
"422","2006-0.256.528-2","R AROABA 482","VILA LEOPOLDINA","4.341,45","6.512,15","1.460.175,76"
"423","2002-0.137.369-2","R DOUTOR HELIO FIDELIS 152 X R CONDE LUIZ E MATARAZZO 220 152","RIO PEQUENO","7.884,00","5.015,82","396.169,53"
"424","2006-0.145.808-3","R AIMBERE 1749","PERDIZES","757,30","461,55","146.086,11"
"425","2006-0.229.784-9","R IBITINGA 93","AGUA RASA","1.250,00","1.242,50","130.850,16"
"426","2006-0.079.154-4","R  REVERENDO JOSE CARLOS NOGUEIRA 623","FREGUESIA DO O","200,00","55,20","5.500,57"
"427","2005-0.324.849-1","R ANTONIO CAMARDO 593","TATUAPE","3.786,30","4.606,41","1.231.141,38"
"428","2005-0.021.026-4","R PAULO OROZIMBO 34","LIBERDADE","2.732,72","1.361,06","274.440,74"
"429","2006-0.104.065-8","R PADRE RAPOSO 137","MOOCA","1.500,00","689,85","67.082,39"
"430","2006-0.150.662-2","R  CANUTO SARAIVA 00266 268 306","MOOCA","3.480,00","3.409,76","314.378,51"
